RecordID,Date,Time,Address,Longitude,Latitude,Group
10529,2016-04-06,18:15:00,537 Parker Rd Aurora OH 44202,-81.3180919,41.333362,Akron
10530,2016-05-23,07:50:00,1140 EAST BLVD AURORA OH 44202,-81.3872449,41.342882,Akron
10531,2016-07-19,16:05:00,200 Hanes Rd Aurora OH 44202,-81.3302719,41.3225369,Akron
10532,2016-07-22,11:35:00,3735 Skippers Cv Aurora OH 44202,-81.396975,41.336959,Akron
10533,2016-08-05,07:00:00,813 SHERWOOD Aurora OH 44202,-81.37469,41.325456,Akron
10534,2016-08-29,13:25:00,12152 Chamberlain Rd Aurora OH 44202,-81.278388,41.322328,Akron
10537,2016-10-20,19:55:00,2695 STATE ROUTE 82 AURORA OH 44202,-81.295226,41.315576,Akron
10538,2016-12-19,14:05:00,125 Lena Dr Aurora OH 44202,-81.3421455,41.2846346,Akron
10539,2016-11-11,12:35:00,325 Campus Drive Aurora OH 44202,-81.3342588,41.2799667,Akron
10541,2016-12-01,18:10:00,889 North Aurora road Aurora OH 44202,-81.3712482,41.3412297,Akron
10543,2016-02-08,15:50:00,548 Miami Ave Barberton OH 44203,-81.6048049,41.0254955,Akron
10544,2016-01-06,09:20:00,414 magnolia dr Barberton OH 44203,-81.594533,40.996006,Akron
10545,2016-01-20,02:50:00,199 3rd St NW Barberton OH 44203,-81.608636,41.0158983,Akron
10546,2016-01-22,14:35:00,334 DUNN ST BARBERTON OH 44203,-81.5880135,41.0409652,Akron
10547,2016-02-11,17:25:00,343 W WASHINGTON AVE BARBERTON OH 44203,-81.5933505,41.0188785,Akron
10548,2016-02-09,02:10:00,332 Washington Ave Barberton OH 44203,-81.593738,41.018659,Akron
10549,2016-03-04,19:15:00,202 Austin Drive Ct Barberton OH 44203,-81.5890972,41.0052716,Akron
10550,2016-02-09,01:20:00,121 W Summit St Barberton OH 44203,-81.5939766,41.0263587,Akron
10551,2016-02-18,16:30:00,497 E Hopocan Ave Barberton OH 44203,-81.587774,41.017455,Akron
10552,2016-02-23,02:25:00,143 8th St NW Barberton OH 44203,-81.614409,41.01452,Akron
10553,2016-03-03,04:45:00,634 Kentucky Pl Barberton OH 44203,-81.5993741,41.0031883,Akron
10554,2016-03-09,13:55:00,28 30th St NW Barberton OH 44203,-81.6375357,41.0068923,Akron
10555,2016-03-21,01:45:00,1014 Shannon Ave Barberton OH 44203,-81.626397,41.015227,Akron
10556,2016-04-04,02:00:00,249 ROBINSON AVE BARBERTON OH 44203,-81.5967639,41.010666,Akron
10557,2016-04-26,21:45:00,609 Holmes Ave Barberton OH 44203,-81.611819,41.018887,Akron
10558,2016-04-11,03:35:00,385 Dan St Barberton OH 44203,-81.6021389,40.999835,Akron
10559,2016-05-02,02:05:00,127 17th St NW Barberton OH 44203,-81.624032,41.014069,Akron
10560,2016-05-03,01:05:00,137 14th St NW Barberton OH 44203,-81.620684,41.014396,Akron
10561,2016-05-09,00:40:00,591 Harrington St Barberton OH 44203,-81.6109485,41.0238264,Akron
10562,2016-05-06,11:45:00,347 Kreider Ave Barberton OH 44203,-81.592501,41.0009272,Akron
10563,2016-05-17,04:00:00,279 Elson Ave Barberton OH 44203,-81.598945,40.997109,Akron
10564,2016-05-13,11:50:00,193 28 SW ST BARBERTON OH 44203,-81.63314,41.001814,Akron
10565,2016-06-06,16:15:00,3195 Barber RD Barberton OH 44203,-81.6079336,41.0381454,Akron
10566,2016-08-02,11:55:00,391 Wunderlich Ave Barberton OH 44203,-81.6074785,41.0211073,Akron
10567,2016-06-09,15:55:00,343 LINCOLN AVE BARBERTON OH 44203,-81.593213,41.019853,Akron
10568,2016-06-09,14:10:00,487 N Van Buren Ave Barberton OH 44203,-81.59204,41.021356,Akron
10569,2016-06-15,09:50:00,576 W Park Ave Barberton OH 44203,-81.6107965,41.0134903,Akron
10570,2016-07-07,00:50:00,1434 Saxon Cir Barberton OH 44203,-81.640398,40.990231,Akron
10571,2016-07-07,02:40:00,279 Elson Ave Barberton OH 44203,-81.598945,40.997109,Akron
10572,2016-07-06,07:25:00,563 5th Street Ln Barberton OH 44203,-81.5890007,41.0035687,Akron
10573,2016-07-30,14:45:00,1221 Benton St Barberton OH 44203,-81.63256,41.003407,Akron
10574,2016-08-15,01:45:00,20 CAROL LEE DR Barberton OH 44203,-81.6220378,41.0238458,Akron
10575,2016-09-01,18:40:00,3261 BARBER RD Barberton OH 44203,-81.6081569,41.0366698,Akron
10576,2016-09-25,21:50:00,88 Oakwood St Barberton OH 44203,-81.5844048,41.0325076,Akron
10577,2016-09-11,23:10:00,492 fairview Barberton OH 44203,-81.587867,41.022395,Akron
10578,2016-10-02,12:30:00,269 2ND STREET NE APT 5 Barberton OH 44203,-81.596098,41.017837,Akron
10579,2016-10-02,10:05:00,123 7TH ST NW BARBERTON OH 44203,-81.6134199,41.0139416,Akron
10580,2016-10-03,02:15:00,262 ONTARIO ST BARBERTON OH 44203,-81.5990253,41.0231558,Akron
10581,2016-10-14,11:00:00,123 17TH NW ST BARBERTON OH 44203,-81.62403,41.0139319,Akron
10582,2016-11-18,02:35:00,578 HOLMES AVE BARBERTON OH 44203,-81.61069,41.018369,Akron
10583,2016-11-19,12:15:00,3141 MONTERAY DR Barberton OH 44203,-81.634047,41.053024,Akron
10584,2016-11-28,11:00:00,138 OAKWOOD ST BARBERTON OH 44203,-81.586073,41.033002,Akron
10585,2016-11-22,00:50:00,4429 ROOP AVE Barberton OH 44203,-81.652222,41.012928,Akron
10586,2016-11-30,11:46:00,499 PHLOX PLACE BARBERTON OH 44203,-81.5900523,41.00478,Akron
10587,2016-12-06,23:00:00,609 HOLMES AVE Barberton OH 44203,-81.611819,41.018887,Akron
10588,2016-12-19,21:25:00,20 CAROL LEE DRIVE Barberton OH 44203,-81.6220378,41.0238458,Akron
10589,2016-01-21,13:15:00,2791 Clark Mill Rd Norton OH 44203,-81.6098194,41.049523,Akron
10590,2016-02-09,17:41:00,2927 Oak St Norton OH 44203,-81.631404,41.0283299,Akron
10591,2016-02-18,10:20:00,4937 Grove Ave Norton OH 44203,-81.651217,40.999064,Akron
10592,2016-02-12,15:45:00,2791 Clark Mill Rd Norton OH 44203,-81.6098194,41.049523,Akron
10593,2016-02-25,16:30:00,3617 Woodlawn Dr Norton OH 44203,-81.652074,41.002744,Akron
10594,2016-02-23,02:05:00,3225 Greenwich Rd Norton OH 44203,-81.641802,41.026461,Akron
10595,2016-03-31,20:09:00,4680 Rock Cut Rd Norton OH 44203,-81.657332,41.0061279,Akron
10596,2016-06-03,17:05:00,3600 Wadsworth Rd Norton OH 44203,-81.657621,41.04859,Akron
10597,2016-06-03,12:05:00,3358 Greenwich Rd Norton OH 44203,-81.646489,41.024863,Akron
10598,2016-06-30,13:10:00,4566 Bliss Dr Norton OH 44203,-81.6500331,41.0093666,Akron
10599,2016-08-11,11:50:00,3841 Greenwich Rd Norton OH 44203,-81.66337,41.026466,Akron
10600,2016-08-15,15:00:00,3022 HOUSTON AVE NORTON OH 44203,-81.623409,41.050057,Akron
10601,2016-10-25,13:25:00,3183 TROTTER RD NORTON OH 44203,-81.635639,41.02109,Akron
10602,2016-11-21,23:30:00,4595 S HAMETOWN RD NORTON OH 44203,-81.666543,41.009906,Akron
10603,2016-10-31,10:15:00,1792 E WATERFORD CT AKRON OH 44212,-81.5414579,41.1366984,Akron
